Method Log Entry # 2,(Ramp 6392) Ramp 10 °C/minute to 150 °C
Method Log Entry # 3,Isothermal 1 minutes
Method Log Entry # 4,(Ramp 6394) Ramp 10 °C/minute to 50 °C
Method Log Entry # 5,Isothermal 1 minutes
Method Log Entry # 6,(Ramp 6396) Ramp 10 °C/minute to 150 °C
Cell Serial,DRC2-00792
[T1 Calibration]
Slope,-0.008529666
Offset,9.636258
Initial Temperature,98.23
GUID,f8bfdadc-4977-4fdf-ba6d-0ba9134940c3
[TZero Calibration]
Date Applied,11/29/2022 4:06:13 PM
Description,From -89.059 °C to 396.009 °C at 20.000°C/min
Gas Type,Nitrogen
Pan Type,None
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(2).tri
Source Files 2,C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(3).tri
Delta T Offset,13.05235
Delta T Slope,-0.007271007
Delta T0 Offset,-13.69128
Delta T0 Slope,0.06063341
[Temperature Calibration]
Date Applied,11/29/2022 7:12:28 PM
Description,From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
Measured 1,157.391
Known 1,156.598
[Cell Constant Calibration]
Date Applied,11/29/2022 7:12:29 PM
Description,From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
T4P KCell,1.006051
Onset Slope,63.26126 mW/°C
[Direct Cp Calibration]
Date Applied,11/30/2022 11:04:51 AM
Description,From -79.983 °C to 298.409 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_Heat_Capacity_11_30_22.tri
[Rev Cp Calibration]
Date Applied,11/30/2022 1:58:51 PM
Description,From -79.996 °C to 292.812 °C at 3.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_MDSC_Calibration_11_30_22.tri
[step]
Ramp 10.00 °C/min to 150.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
0.00,50.12,-0.015
0.00,50.12,-0.015
0.00,50.12,-0.015
0.01,50.12,-0.015
0.01,50.12,-0.016
0.01,50.12,-0.016
0.01,50.12,-0.016
0.01,50.12,-0.017
0.01,50.12,-0.017
0.01,50.12,-0.017
0.02,50.12,-0.017
0.02,50.12,-0.018
0.02,50.12,-0.018
0.02,50.12,-0.018
0.02,50.13,-0.018
0.03,50.13,-0.019
0.03,50.13,-0.019
0.03,50.13,-0.020
0.03,50.13,-0.020
0.03,50.13,-0.020
0.03,50.13,-0.021
0.03,50.13,-0.021
0.04,50.13,-0.022
0.04,50.13,-0.023
0.04,50.13,-0.023
0.04,50.13,-0.024
0.04,50.13,-0.025
0.05,50.14,-0.026
0.05,50.14,-0.028
0.05,50.14,-0.029
0.05,50.14,-0.031
0.05,50.14,-0.034
0.05,50.15,-0.036
0.05,50.15,-0.038
0.06,50.15,-0.040
0.06,50.15,-0.043
0.06,50.15,-0.045
0.06,50.16,-0.047
0.06,50.16,-0.050
0.07,50.16,-0.052
0.07,50.17,-0.054
0.07,50.17,-0.056
0.07,50.17,-0.059
0.07,50.18,-0.062
0.07,50.18,-0.065
0.08,50.19,-0.067
0.08,50.19,-0.070
0.08,50.20,-0.072
0.08,50.20,-0.075
0.08,50.21,-0.076
0.08,50.21,-0.077
0.08,50.22,-0.079
0.09,50.22,-0.081
0.09,50.23,-0.082
0.09,50.23,-0.083
0.09,50.24,-0.084
0.09,50.25,-0.085
0.09,50.25,-0.087
0.10,50.26,-0.088
0.10,50.27,-0.088
0.10,50.27,-0.089
0.10,50.28,-0.090
0.10,50.29,-0.091
0.11,50.30,-0.091
0.11,50.31,-0.091
0.11,50.31,-0.091
0.11,50.32,-0.090
0.11,50.33,-0.090
0.11,50.34,-0.090
0.12,50.35,-0.089
0.12,50.36,-0.089
0.12,50.37,-0.089
0.12,50.37,-0.088
0.12,50.38,-0.086
0.12,50.39,-0.085
0.13,50.40,-0.084
0.13,50.41,-0.083
0.13,50.42,-0.082
0.13,50.43,-0.082
0.13,50.44,-0.081
0.13,50.45,-0.080
0.14,50.46,-0.079
0.14,50.48,-0.078
0.14,50.49,-0.076
0.14,50.50,-0.073
0.14,50.51,-0.070
0.14,50.52,-0.067
0.14,50.53,-0.063
0.15,50.54,-0.058
0.15,50.55,-0.053
0.15,50.57,-0.049
0.15,50.58,-0.044
0.15,50.59,-0.040
0.16,50.60,-0.036
0.16,50.61,-0.032
0.16,50.63,-0.030
0.16,50.64,-0.027
0.16,50.65,-0.025
0.16,50.66,-0.022
0.16,50.67,-0.019
0.17,50.69,-0.016
0.17,50.70,-0.013
0.17,50.71,-0.009
0.17,50.72,-0.005
0.17,50.74,-0.001
0.18,50.75,0.002
0.18,50.76,0.006
0.18,50.78,0.009
0.18,50.79,0.011
0.18,50.80,0.014
0.18,50.82,0.017
0.19,50.83,0.020
0.19,50.84,0.023
0.19,50.85,0.026
0.19,50.87,0.029
0.19,50.88,0.032
0.19,50.90,0.035
0.19,50.91,0.038
0.20,50.92,0.040
0.20,50.93,0.043
0.20,50.95,0.045
0.20,50.96,0.048
0.20,50.98,0.051
0.21,50.99,0.053
0.21,51.00,0.056
0.21,51.02,0.059
0.21,51.03,0.062
0.21,51.04,0.065
0.21,51.06,0.068
0.21,51.07,0.070
0.22,51.09,0.072
0.22,51.10,0.072
0.22,51.12,0.073
0.22,51.13,0.075
0.22,51.14,0.076
0.23,51.16,0.077
0.23,51.17,0.078
0.23,51.18,0.080
0.23,51.20,0.082
0.23,51.21,0.085
0.23,51.23,0.089
0.24,51.24,0.092
0.24,51.26,0.094
0.24,51.27,0.096
0.24,51.29,0.099
0.24,51.30,0.100
0.24,51.32,0.102
0.24,51.33,0.103
0.25,51.34,0.104
0.25,51.36,0.105
0.25,51.37,0.107
0.25,51.39,0.108
0.25,51.40,0.110
0.26,51.42,0.110
0.26,51.43,0.112
0.26,51.45,0.114
0.26,51.46,0.114
0.26,51.48,0.116
0.26,51.49,0.117
0.26,51.51,0.117
0.27,51.52,0.118
0.27,51.54,0.121
0.27,51.55,0.122
0.27,51.57,0.124
0.27,51.58,0.125
0.28,51.60,0.127
0.28,51.61,0.128
0.28,51.63,0.129
0.28,51.64,0.130
0.28,51.66,0.132
0.28,51.67,0.132
0.29,51.69,0.133
0.29,51.70,0.134
0.29,51.72,0.136
0.29,51.73,0.137
0.29,51.75,0.139
0.29,51.76,0.140
0.30,51.78,0.140
0.30,51.79,0.142
0.30,51.81,0.143
0.30,51.83,0.143
0.30,51.84,0.144
0.30,51.86,0.144
0.30,51.87,0.146
0.31,51.89,0.147
0.31,51.90,0.149
0.31,51.92,0.150
0.31,51.93,0.152
0.31,51.95,0.153
0.31,51.97,0.154
0.32,51.98,0.155
0.32,52.00,0.155
0.32,52.01,0.155
0.32,52.03,0.155
0.32,52.04,0.156
0.33,52.06,0.157
0.33,52.07,0.158
0.33,52.09,0.158
0.33,52.11,0.159
0.33,52.12,0.160
0.33,52.14,0.161
0.34,52.15,0.162
0.34,52.17,0.163
0.34,52.18,0.164
0.34,52.20,0.166
0.34,52.22,0.168
0.34,52.23,0.170
0.35,52.25,0.171
0.35,52.26,0.172
0.35,52.28,0.172
0.35,52.29,0.172
0.35,52.31,0.172
0.35,52.33,0.172
0.35,52.34,0.172
0.36,52.36,0.172
0.36,52.37,0.173
0.36,52.39,0.173
0.36,52.40,0.174
0.36,52.42,0.175
0.36,52.44,0.175
0.37,52.45,0.176
0.37,52.47,0.176
0.37,52.48,0.176
0.37,52.50,0.177
0.37,52.52,0.177
0.38,52.53,0.178
0.38,52.55,0.178
0.38,52.56,0.179
0.38,52.58,0.180
0.38,52.60,0.181
0.38,52.61,0.182
0.39,52.63,0.182
0.39,52.64,0.183
0.39,52.66,0.183
0.39,52.68,0.184
0.39,52.69,0.184
0.39,52.71,0.184
0.40,52.73,0.185
0.40,52.74,0.185
0.40,52.76,0.185
0.40,52.77,0.185
0.40,52.79,0.186
0.40,52.81,0.186
0.40,52.82,0.187
0.41,52.84,0.188
0.41,52.85,0.189
0.41,52.87,0.190
0.41,52.89,0.191
0.41,52.90,0.192
0.41,52.92,0.192
0.42,52.93,0.192
0.42,52.95,0.193
0.42,52.97,0.193
0.42,52.98,0.193
0.42,53.00,0.193
0.43,53.01,0.193
0.43,53.03,0.193
0.43,53.05,0.193
0.43,53.06,0.193
0.43,53.08,0.193
0.43,53.10,0.194
0.44,53.11,0.194
0.44,53.13,0.194
0.44,53.14,0.195
0.44,53.16,0.195
0.44,53.18,0.195
0.44,53.19,0.195
0.45,53.21,0.196
0.45,53.23,0.196
0.45,53.24,0.196
0.45,53.26,0.196
0.45,53.27,0.196
0.45,53.29,0.197
0.45,53.31,0.197
0.46,53.32,0.197
0.46,53.34,0.197
0.46,53.35,0.198
0.46,53.37,0.198
0.46,53.39,0.199
0.46,53.40,0.199
0.47,53.42,0.200
0.47,53.44,0.200
0.47,53.45,0.200
0.47,53.47,0.201
0.47,53.49,0.201
0.48,53.50,0.201
0.48,53.52,0.201
0.48,53.53,0.201
0.48,53.55,0.201
0.48,53.57,0.201
0.48,53.58,0.202
0.49,53.60,0.202
0.49,53.61,0.202
0.49,53.63,0.202
0.49,53.65,0.202
0.49,53.66,0.202
0.49,53.68,0.202
0.50,53.70,0.202
0.50,53.71,0.202
0.50,53.73,0.202
0.50,53.75,0.202
0.50,53.76,0.202
0.50,53.78,0.202
0.50,53.79,0.202
0.51,53.81,0.203
0.51,53.83,0.203
0.51,53.84,0.203
0.51,53.86,0.203
0.51,53.88,0.204
0.51,53.89,0.204
0.52,53.91,0.204
0.52,53.93,0.204
0.52,53.94,0.204
0.52,53.96,0.204
0.52,53.98,0.204
0.53,53.99,0.204
0.53,54.01,0.205
0.53,54.03,0.205
0.53,54.04,0.205
0.53,54.06,0.205
0.53,54.07,0.205
0.53,54.09,0.205
0.54,54.11,0.206
0.54,54.12,0.206
0.54,54.14,0.206
0.54,54.16,0.206
0.54,54.17,0.206
0.55,54.19,0.206
0.55,54.21,0.207
0.55,54.22,0.207
0.55,54.24,0.207
0.55,54.25,0.207
0.55,54.27,0.207
0.55,54.29,0.207
0.56,54.30,0.207
0.56,54.32,0.207
0.56,54.34,0.207
0.56,54.35,0.207
0.56,54.37,0.207
0.57,54.39,0.207
0.57,54.40,0.207
0.57,54.42,0.207
0.57,54.43,0.207
0.57,54.45,0.207
0.57,54.47,0.207
0.58,54.48,0.207
0.58,54.50,0.208
0.58,54.52,0.208
0.58,54.53,0.208
0.58,54.55,0.208
0.58,54.57,0.208
0.58,54.58,0.208
0.59,54.60,0.208
0.59,54.61,0.208
0.59,54.63,0.208
0.59,54.65,0.208
0.59,54.66,0.208
0.60,54.68,0.208
0.60,54.70,0.208
0.60,54.71,0.209
0.60,54.73,0.209
0.60,54.75,0.209
0.60,54.76,0.209
0.60,54.78,0.209
0.61,54.79,0.209
0.61,54.81,0.209
0.61,54.83,0.209
0.61,54.84,0.209
0.61,54.86,0.209
0.62,54.88,0.209
0.62,54.89,0.209
0.62,54.91,0.209
0.62,54.93,0.209
0.62,54.94,0.209
0.62,54.96,0.209
0.63,54.98,0.209
0.63,54.99,0.209
0.63,55.01,0.209
0.63,55.03,0.210
0.63,55.04,0.210
0.63,55.06,0.210
0.63,55.07,0.210
0.64,55.09,0.210
0.64,55.11,0.210
0.64,55.12,0.210
0.64,55.14,0.210
0.64,55.16,0.210
0.65,55.17,0.210
0.65,55.19,0.210
0.65,55.21,0.210
0.65,55.22,0.210
0.65,55.24,0.210
0.65,55.26,0.210
0.65,55.27,0.210
0.66,55.29,0.211
0.66,55.31,0.211
0.66,55.32,0.211
0.66,55.34,0.211
0.66,55.36,0.211
0.67,55.37,0.211
0.67,55.39,0.211
0.67,55.40,0.211
0.67,55.42,0.211
0.67,55.44,0.211
0.67,55.45,0.211
0.68,55.47,0.211
0.68,55.49,0.211
0.68,55.50,0.211
0.68,55.52,0.211
0.68,55.54,0.211
0.68,55.55,0.211
0.68,55.57,0.211
0.69,55.59,0.212
0.69,55.60,0.212
0.69,55.62,0.212
0.69,55.64,0.212
0.69,55.65,0.212
0.70,55.67,0.212
0.70,55.69,0.212
0.70,55.70,0.212
0.70,55.72,0.212
0.70,55.74,0.212
0.70,55.75,0.212
0.70,55.77,0.212
0.71,55.79,0.213
0.71,55.80,0.213
0.71,55.82,0.213
0.71,55.83,0.213
0.71,55.85,0.213
0.72,55.87,0.213
0.72,55.88,0.213
0.72,55.90,0.213
0.72,55.92,0.213
0.72,55.93,0.213
0.72,55.95,0.213
0.73,55.97,0.213
0.73,55.98,0.213
0.73,56.00,0.213
0.73,56.02,0.213
0.73,56.03,0.213
0.73,56.05,0.213
0.73,56.07,0.213
0.74,56.08,0.213
0.74,56.10,0.213
0.74,56.12,0.213
0.74,56.13,0.214
0.74,56.15,0.214
0.75,56.17,0.214
0.75,56.18,0.214
0.75,56.20,0.214
0.75,56.22,0.214
0.75,56.23,0.214
0.75,56.25,0.214
0.75,56.26,0.214
0.76,56.28,0.214
0.76,56.30,0.214
0.76,56.31,0.214
0.76,56.33,0.214
0.76,56.35,0.214
0.77,56.36,0.214
0.77,56.38,0.214
0.77,56.40,0.214
0.77,56.41,0.214
0.77,56.43,0.214
0.77,56.45,0.214
0.78,56.46,0.215
0.78,56.48,0.215
0.78,56.50,0.215
0.78,56.51,0.215
0.78,56.53,0.215
0.78,56.55,0.215
0.78,56.56,0.215
0.79,56.58,0.215
0.79,56.60,0.215
0.79,56.61,0.215
0.79,56.63,0.215
0.79,56.65,0.215
0.80,56.66,0.215
0.80,56.68,0.215
0.80,56.69,0.215
0.80,56.71,0.215
0.80,56.73,0.215
0.80,56.74,0.215
0.80,56.76,0.215
0.81,56.78,0.215
0.81,56.79,0.216
0.81,56.81,0.216
0.81,56.83,0.216
0.81,56.84,0.216
0.82,56.86,0.216
0.82,56.88,0.216
0.82,56.89,0.216
0.82,56.91,0.216
0.82,56.93,0.216
0.82,56.94,0.216
0.83,56.96,0.216
0.83,56.98,0.216
0.83,56.99,0.216
0.83,57.01,0.216
0.83,57.03,0.216
0.83,57.04,0.216
0.83,57.06,0.216
0.84,57.08,0.216
0.84,57.09,0.216
0.84,57.11,0.216
0.84,57.13,0.216
0.84,57.14,0.216
0.85,57.16,0.216
0.85,57.17,0.216
0.85,57.19,0.216
0.85,57.21,0.217
0.85,57.22,0.217
0.85,57.24,0.217
0.85,57.26,0.217
0.86,57.28,0.217
0.86,57.29,0.217
0.86,57.31,0.217
0.86,57.32,0.217
0.86,57.34,0.217
0.87,57.36,0.217
0.87,57.37,0.217
0.87,57.39,0.217
0.87,57.41,0.217
0.87,57.42,0.217
0.87,57.44,0.217
0.88,57.46,0.217
0.88,57.47,0.217
0.88,57.49,0.217
0.88,57.51,0.217
0.88,57.52,0.217
0.88,57.54,0.217
0.88,57.56,0.217
0.89,57.57,0.217
0.89,57.59,0.217
0.89,57.61,0.217
0.89,57.62,0.217
0.89,57.64,0.218
0.90,57.66,0.218
0.90,57.67,0.218
0.90,57.69,0.218
0.90,57.71,0.218
0.90,57.72,0.218
0.90,57.74,0.218
0.90,57.75,0.218
0.91,57.77,0.218
0.91,57.79,0.218
0.91,57.81,0.218
0.91,57.82,0.218
0.91,57.84,0.218
0.92,57.85,0.218
0.92,57.87,0.218
0.92,57.89,0.218
0.92,57.90,0.218
0.92,57.92,0.218
0.92,57.94,0.218
0.93,57.95,0.218
0.93,57.97,0.218
0.93,57.99,0.218
0.93,58.00,0.218
0.93,58.02,0.218
0.93,58.04,0.218
0.93,58.05,0.219
0.94,58.07,0.219
0.94,58.09,0.219
0.94,58.10,0.219
0.94,58.12,0.219
0.94,58.14,0.219
0.95,58.15,0.219
0.95,58.17,0.219
0.95,58.19,0.219
0.95,58.20,0.219
0.95,58.22,0.219
0.95,58.24,0.219
0.95,58.25,0.219
0.96,58.27,0.219
0.96,58.29,0.219
0.96,58.30,0.219
0.96,58.32,0.219
0.96,58.34,0.219
0.97,58.35,0.219
0.97,58.37,0.219
0.97,58.39,0.219
0.97,58.40,0.219
0.97,58.42,0.219
0.97,58.44,0.219
0.98,58.45,0.219
0.98,58.47,0.219
0.98,58.48,0.219
0.98,58.50,0.219
0.98,58.52,0.219
0.98,58.53,0.219
0.98,58.55,0.219
0.99,58.57,0.219
0.99,58.58,0.219
0.99,58.60,0.219
0.99,58.62,0.219
0.99,58.63,0.220
1.00,58.65,0.220
1.00,58.67,0.220
1.00,58.68,0.220
1.00,58.70,0.220
1.00,58.72,0.220
1.00,58.73,0.220
1.00,58.75,0.220
1.01,58.77,0.220
1.01,58.78,0.220
1.01,58.80,0.220
1.01,58.82,0.220
1.01,58.83,0.220
1.02,58.85,0.220
1.02,58.87,0.220
1.02,58.88,0.220
1.02,58.90,0.220
1.02,58.92,0.220
1.02,58.93,0.220
1.03,58.95,0.220
1.03,58.97,0.220
1.03,58.98,0.220
1.03,59.00,0.220
1.03,59.02,0.220
1.03,59.03,0.220
1.03,59.05,0.220
1.04,59.07,0.220
1.04,59.08,0.220
1.04,59.10,0.220
1.04,59.12,0.220
1.04,59.13,0.220
1.05,59.15,0.220
1.05,59.17,0.221
1.05,59.18,0.221
1.05,59.20,0.221
1.05,59.22,0.221
1.05,59.23,0.221
1.05,59.25,0.221
1.06,59.27,0.221
1.06,59.28,0.221
1.06,59.30,0.221
1.06,59.32,0.221
1.06,59.33,0.221
1.07,59.35,0.221
1.07,59.37,0.221
1.07,59.38,0.221
1.07,59.40,0.221
1.07,59.42,0.221
1.07,59.43,0.221
1.08,59.45,0.221
1.08,59.47,0.221
1.08,59.48,0.221
1.08,59.50,0.221
1.08,59.51,0.221
1.08,59.53,0.221
1.08,59.55,0.221
1.09,59.56,0.221
1.09,59.58,0.221
1.09,59.60,0.221
1.09,59.61,0.221
1.09,59.63,0.221
1.09,59.65,0.221
1.10,59.66,0.221
1.10,59.68,0.221
1.10,59.70,0.221
1.10,59.71,0.221
1.10,59.73,0.221
1.11,59.75,0.221
1.11,59.76,0.221
1.11,59.78,0.221
1.11,59.80,0.221
1.11,59.81,0.222
1.11,59.83,0.222
1.12,59.85,0.222
1.12,59.86,0.222
1.12,59.88,0.222
1.12,59.90,0.222
1.12,59.91,0.222
1.12,59.93,0.222
1.13,59.95,0.222
1.13,59.96,0.222
1.13,59.98,0.222
1.13,60.00,0.222
1.13,60.01,0.222
1.13,60.03,0.222
1.13,60.05,0.222
1.14,60.06,0.222
1.14,60.08,0.222
1.14,60.10,0.222
1.14,60.11,0.222
1.14,60.13,0.222
1.14,60.15,0.222
1.15,60.16,0.222
1.15,60.18,0.222
1.15,60.20,0.222
1.15,60.21,0.222
1.15,60.23,0.222
1.16,60.25,0.222
1.16,60.26,0.222
1.16,60.28,0.222
1.16,60.30,0.222
1.16,60.31,0.222
1.16,60.33,0.222
1.17,60.35,0.222
1.17,60.36,0.222
1.17,60.38,0.222
1.17,60.40,0.222
1.17,60.41,0.222
1.17,60.43,0.222
1.18,60.45,0.222
1.18,60.46,0.222
1.18,60.48,0.222
1.18,60.50,0.222
1.18,60.51,0.222
1.18,60.53,0.222
1.18,60.55,0.223
1.19,60.56,0.223
1.19,60.58,0.223
1.19,60.60,0.223
1.19,60.61,0.223
1.19,60.63,0.223
1.19,60.65,0.223
1.20,60.66,0.223
1.20,60.68,0.223
1.20,60.70,0.223
1.20,60.71,0.223
1.20,60.73,0.223
1.21,60.74,0.223
1.21,60.76,0.223
1.21,60.78,0.223
1.21,60.80,0.223
1.21,60.81,0.223
1.21,60.83,0.223
1.22,60.85,0.223
1.22,60.86,0.223
1.22,60.88,0.223
1.22,60.90,0.223
1.22,60.91,0.223
1.22,60.93,0.223
1.23,60.94,0.223
1.23,60.96,0.223
1.23,60.98,0.223
1.23,60.99,0.223
1.23,61.01,0.223
1.23,61.03,0.223
1.23,61.04,0.223
1.24,61.06,0.223
1.24,61.08,0.223
1.24,61.09,0.223
1.24,61.11,0.224
1.24,61.13,0.224
1.24,61.14,0.224
1.25,61.16,0.224
1.25,61.18,0.224
1.25,61.19,0.224
1.25,61.21,0.224
1.25,61.23,0.224
1.26,61.24,0.224
1.26,61.26,0.224
1.26,61.28,0.224
1.26,61.29,0.224
1.26,61.31,0.224
1.26,61.33,0.224
1.27,61.34,0.224
1.27,61.36,0.224
1.27,61.38,0.224
1.27,61.39,0.224
1.27,61.41,0.224
1.27,61.43,0.224
1.28,61.44,0.224
1.28,61.46,0.224
1.28,61.48,0.224
1.28,61.49,0.224
1.28,61.51,0.224
1.28,61.53,0.224
1.28,61.54,0.224
1.29,61.56,0.224
1.29,61.58,0.224
1.29,61.59,0.224
1.29,61.61,0.224
1.29,61.63,0.224
1.29,61.64,0.224
1.30,61.66,0.224
1.30,61.68,0.224
1.30,61.69,0.224
1.30,61.71,0.224
1.30,61.73,0.224
1.31,61.74,0.224
1.31,61.76,0.224
1.31,61.78,0.224
1.31,61.79,0.224
1.31,61.81,0.224
1.31,61.83,0.224
1.32,61.84,0.224
1.32,61.86,0.224
1.32,61.88,0.224
1.32,61.89,0.224
1.32,61.91,0.224
1.32,61.93,0.224
1.33,61.94,0.224
1.33,61.96,0.225
1.33,61.98,0.225
1.33,61.99,0.225
1.33,62.01,0.225
1.33,62.03,0.225
1.33,62.04,0.225
1.34,62.06,0.225
1.34,62.08,0.225
1.34,62.09,0.225
1.34,62.11,0.225
1.34,62.13,0.225
1.34,62.14,0.225
1.35,62.16,0.225
1.35,62.18,0.225
1.35,62.19,0.225
1.35,62.21,0.225
1.35,62.23,0.225
1.36,62.24,0.225
1.36,62.26,0.225
1.36,62.28,0.225
1.36,62.29,0.225
1.36,62.31,0.225
1.36,62.33,0.225
1.37,62.34,0.225
1.37,62.36,0.225
1.37,62.38,0.225
1.37,62.39,0.225
1.37,62.41,0.225
1.37,62.43,0.225
1.38,62.44,0.225
1.38,62.46,0.225
1.38,62.48,0.225
1.38,62.49,0.225
1.38,62.51,0.225
1.38,62.53,0.225
1.38,62.54,0.225
1.39,62.56,0.225
1.39,62.58,0.225
1.39,62.59,0.225
1.39,62.61,0.225
1.39,62.63,0.225
1.39,62.64,0.225
1.40,62.66,0.225
1.40,62.67,0.225
1.40,62.69,0.225
1.40,62.71,0.225
1.40,62.73,0.225
1.41,62.74,0.225
1.41,62.76,0.225
1.41,62.77,0.225
1.41,62.79,0.225
1.41,62.81,0.225
1.41,62.82,0.225
1.42,62.84,0.225
1.42,62.86,0.225
1.42,62.87,0.225
1.42,62.89,0.225
1.42,62.91,0.225
1.42,62.92,0.225
1.43,62.94,0.225
1.43,62.96,0.225
1.43,62.97,0.225
1.43,62.99,0.225
1.43,63.01,0.225
1.43,63.02,0.225
1.43,63.04,0.225
1.44,63.06,0.225
1.44,63.07,0.225
1.44,63.09,0.225
1.44,63.11,0.225
1.44,63.12,0.225
1.44,63.14,0.225
1.45,63.16,0.225
1.45,63.17,0.225
1.45,63.19,0.225
1.45,63.21,0.225
1.45,63.22,0.225
1.46,63.24,0.225
1.46,63.26,0.225
1.46,63.27,0.225
1.46,63.29,0.225
1.46,63.31,0.225
1.46,63.32,0.225
1.47,63.34,0.225
1.47,63.36,0.225
1.47,63.38,0.225
1.47,63.39,0.225
1.47,63.41,0.225
1.47,63.43,0.226
1.48,63.44,0.226
1.48,63.46,0.226
1.48,63.47,0.226
1.48,63.49,0.226
1.48,63.51,0.226
1.48,63.52,0.226
1.48,63.54,0.226
1.49,63.56,0.226
1.49,63.57,0.226
1.49,63.59,0.226
1.49,63.61,0.226
1.49,63.62,0.226
1.49,63.64,0.226
1.50,63.66,0.226
1.50,63.67,0.226
1.50,63.69,0.226
1.50,63.71,0.226
1.50,63.72,0.226
1.51,63.74,0.226
1.51,63.76,0.226
1.51,63.77,0.226
1.51,63.79,0.226
1.51,63.81,0.226
1.51,63.82,0.226
1.52,63.84,0.226
1.52,63.86,0.226
1.52,63.87,0.226
1.52,63.89,0.226
1.52,63.91,0.226
1.52,63.92,0.226
1.53,63.94,0.226
1.53,63.96,0.226
1.53,63.97,0.226
1.53,63.99,0.226
1.53,64.01,0.226
1.53,64.02,0.226
1.53,64.04,0.226
1.54,64.06,0.226
1.54,64.07,0.226
1.54,64.09,0.226
1.54,64.11,0.226
1.54,64.12,0.226
