Selected Heat Flow,T4P
Exotherm Direction,Down
Cell Serial,DRC2-00792
Lid Type,Standard
Cooler,RCS 90
Leave Cooler on at End of Sequence,On
Gas 2,Nitrogen
Gas Selected,Channel 1
Flow Rate,50 mL/min
Secondary Purge,On
Licensed Heat Flow,Heat Flow T4P
Modulation Licensed,Yes
[Versions]
Common IDD Version,1
Cortex Version,VER 2.10.2.31
Driver,5.0.0.6
GDM Version,1.0.3.3
TouchscreenVersion,1.0.0.16145
FEP Version,1.2.1.21
FEP Bootloader,2.0.0.5
AutoSampler Version,2.1.1.26
Auto Sampler Bootloader,2.0.0.5
FCM Version,1.1.0.3
FCM Bootloader,2.0.0.5
[Experiment Logs]
Experiment Log Entry # 1,Data On set to 0
Experiment Log Entry # 3,Equilibrate Segment 30 (C) Started
Experiment Log Entry # 5,Air Cool is off.
Experiment Log Entry # 7,Data On set to 1
Experiment Log Entry # 9,Ramp Segment 10 C/min to 150 Started
Experiment Log Entry # 11,Data On set to 0
Experiment Log Entry # 13,Isothermal Segment 1 min started
Experiment Log Entry # 15,Data On set to 1
Experiment Log Entry # 17,Ramp Segment 10 C/min to 30 Started
Experiment Log Entry # 19,Data On set to 0
Experiment Log Entry # 21,Isothermal Segment 1 min started
Experiment Log Entry # 23,Data On set to 1
Experiment Log Entry # 25,Ramp Segment 10 C/min to 150 Started
Experiment Log Entry # 27,Data On set to 0
Experiment Log Entry # 29,Isothermal Segment 1 min started
Experiment Log Entry # 31,Data On set to 1
Experiment Log Entry # 33,Ramp Segment 10 C/min to 30 Started
[Method Log]
Method Log Entry # 1,Data Off
Method Log Entry # 2,Equilibrate 30 °C
Method Log Entry # 3,Data On
Method Log Entry # 4,(Ramp 32138) Ramp 10 °C/minute to 150 °C
Method Log Entry # 5,Data Off
Method Log Entry # 6,Isothermal 1 minutes
Method Log Entry # 7,Data On
Method Log Entry # 8,(Ramp 32142) Ramp 10 °C/minute to 30 °C
Method Log Entry # 9,Data Off
Method Log Entry # 10,Isothermal 1 minutes
Method Log Entry # 11,Data On
Method Log Entry # 12,(Ramp 32146) Ramp 10 °C/minute to 150 °C
Method Log Entry # 13,Data Off
Method Log Entry # 14,Isothermal 1 minutes
Method Log Entry # 15,Data On
Method Log Entry # 16,(Ramp 32150) Ramp 10 °C/minute to 30 °C
Cell Serial,DRC2-00792
[T1 Calibration]
Slope,-0.008529666
Offset,9.636258
Initial Temperature,98.23
GUID,f8bfdadc-4977-4fdf-ba6d-0ba9134940c3
[TZero Calibration]
Date Applied,11/29/2022 4:06:13 PM
Description,From -89.059 °C to 396.009 °C at 20.000°C/min
Gas Type,Nitrogen
Pan Type,None
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(2).tri
Source Files 2,C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(3).tri
Delta T Offset,13.05235
Delta T Slope,-0.007271007
Delta T0 Offset,-13.69128
Delta T0 Slope,0.06063341
[Temperature Calibration]
Date Applied,11/29/2022 7:12:28 PM
Description,From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
Measured 1,157.391
Known 1,156.598
[Cell Constant Calibration]
Date Applied,11/29/2022 7:12:29 PM
Description,From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
T4P KCell,1.006051
Onset Slope,63.26126 mW/°C
[Direct Cp Calibration]
Date Applied,11/30/2022 11:04:51 AM
Description,From -79.983 °C to 298.409 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_Heat_Capacity_11_30_22.tri
[Rev Cp Calibration]
Date Applied,11/30/2022 1:58:51 PM
Description,From -79.996 °C to 292.812 °C at 3.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_MDSC_Calibration_11_30_22.tri
[step]
Ramp 10.00 °C/min to 150.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
0.00,29.90,0.019
0.00,29.90,0.018
0.00,29.91,0.018
0.01,29.91,0.018
0.01,29.91,0.018
0.01,29.91,0.018
0.01,29.91,0.017
0.01,29.91,0.017
0.01,29.92,0.017
0.01,29.92,0.017
0.02,29.92,0.017
0.02,29.92,0.017
0.02,29.92,0.017
0.02,29.92,0.016
0.02,29.93,0.016
0.03,29.93,0.016
0.03,29.93,0.016
0.03,29.93,0.016
0.03,29.93,0.015
0.03,29.93,0.015
0.03,29.94,0.015
0.03,29.94,0.016
0.04,29.94,0.016
0.04,29.94,0.016
0.04,29.95,0.016
0.04,29.95,0.016
0.04,29.95,0.016
0.05,29.95,0.016
0.05,29.95,0.017
0.05,29.96,0.017
0.05,29.96,0.017
0.05,29.96,0.017
0.05,29.97,0.018
0.05,29.97,0.018
0.06,29.97,0.018
0.06,29.97,0.019
0.06,29.97,0.020
0.06,29.98,0.020
0.06,29.98,0.021
0.07,29.98,0.022
0.07,29.99,0.024
0.07,29.99,0.025
0.07,29.99,0.026
0.07,30.00,0.027
0.07,30.00,0.028
0.08,30.01,0.030
0.08,30.01,0.031
0.08,30.01,0.032
0.08,30.02,0.034
0.08,30.02,0.035
0.08,30.03,0.037
0.08,30.03,0.038
0.09,30.04,0.040
0.09,30.04,0.041
0.09,30.05,0.042
0.09,30.05,0.044
0.09,30.06,0.046
0.09,30.06,0.047
0.10,30.07,0.049
0.10,30.07,0.051
0.10,30.08,0.053
0.10,30.09,0.055
0.10,30.09,0.057
0.11,30.10,0.059
0.11,30.11,0.061
0.11,30.11,0.063
0.11,30.12,0.064
0.11,30.13,0.066
0.11,30.13,0.068
0.12,30.14,0.070
0.12,30.15,0.071
0.12,30.16,0.073
0.12,30.16,0.075
0.12,30.17,0.077
0.12,30.18,0.079
0.13,30.19,0.081
0.13,30.20,0.082
0.13,30.21,0.084
0.13,30.21,0.086
0.13,30.22,0.088
0.13,30.23,0.090
0.14,30.24,0.092
0.14,30.25,0.094
0.14,30.26,0.096
0.14,30.27,0.097
0.14,30.28,0.099
0.14,30.29,0.100
0.14,30.30,0.102
0.15,30.31,0.103
0.15,30.32,0.105
0.15,30.33,0.107
0.15,30.34,0.108
0.15,30.35,0.110
0.16,30.36,0.111
0.16,30.37,0.113
0.16,30.39,0.114
0.16,30.40,0.116
0.16,30.41,0.117
0.16,30.42,0.118
0.16,30.43,0.119
0.17,30.44,0.121
0.17,30.45,0.122
0.17,30.46,0.123
0.17,30.48,0.124
0.17,30.49,0.126
0.18,30.50,0.127
0.18,30.51,0.128
0.18,30.52,0.129
0.18,30.54,0.131
0.18,30.55,0.132
0.18,30.56,0.133
0.19,30.57,0.134
0.19,30.58,0.135
0.19,30.60,0.136
0.19,30.61,0.137
0.19,30.62,0.138
0.19,30.63,0.139
0.19,30.65,0.140
0.20,30.66,0.141
0.20,30.67,0.142
0.20,30.68,0.143
0.20,30.70,0.144
0.20,30.71,0.145
0.21,30.72,0.146
0.21,30.74,0.147
0.21,30.75,0.148
0.21,30.76,0.149
0.21,30.78,0.149
0.21,30.79,0.150
0.21,30.80,0.151
0.22,30.82,0.152
0.22,30.83,0.153
0.22,30.84,0.153
0.22,30.86,0.154
0.22,30.87,0.155
0.23,30.88,0.156
0.23,30.90,0.157
0.23,30.91,0.158
0.23,30.93,0.159
0.23,30.94,0.159
0.23,30.95,0.160
0.24,30.97,0.161
0.24,30.98,0.161
0.24,30.99,0.162
0.24,31.01,0.163
0.24,31.02,0.163
0.24,31.04,0.164
0.24,31.05,0.165
0.25,31.07,0.165
0.25,31.08,0.166
0.25,31.09,0.167
0.25,31.11,0.167
0.25,31.12,0.168
0.26,31.14,0.169
0.26,31.15,0.169
0.26,31.16,0.170
0.26,31.18,0.171
0.26,31.19,0.171
0.26,31.21,0.172
0.26,31.22,0.173
0.27,31.24,0.173
0.27,31.25,0.174
0.27,31.27,0.174
0.27,31.28,0.175
0.27,31.30,0.175
0.28,31.31,0.176
0.28,31.32,0.176
0.28,31.34,0.177
0.28,31.36,0.177
0.28,31.37,0.178
0.28,31.39,0.178
0.29,31.40,0.179
0.29,31.41,0.180
0.29,31.43,0.181
0.29,31.44,0.181
0.29,31.46,0.182
0.29,31.47,0.182
0.30,31.49,0.183
0.30,31.50,0.183
0.30,31.52,0.183
0.30,31.53,0.183
0.30,31.55,0.183
0.30,31.56,0.184
0.30,31.58,0.184
0.31,31.60,0.185
0.31,31.61,0.186
0.31,31.63,0.186
0.31,31.64,0.187
0.31,31.66,0.188
0.31,31.67,0.188
0.32,31.69,0.188
0.32,31.70,0.188
0.32,31.72,0.188
0.32,31.73,0.189
0.32,31.75,0.189
0.33,31.76,0.189
0.33,31.78,0.189
0.33,31.80,0.190
0.33,31.81,0.190
0.33,31.83,0.191
0.33,31.84,0.191
0.34,31.86,0.192
0.34,31.87,0.192
0.34,31.89,0.192
0.34,31.90,0.193
0.34,31.92,0.193
0.34,31.94,0.193
0.35,31.95,0.193
0.35,31.97,0.194
0.35,31.98,0.194
0.35,32.00,0.194
0.35,32.01,0.194
0.35,32.03,0.195
0.35,32.05,0.195
0.36,32.06,0.195
0.36,32.08,0.196
0.36,32.09,0.196
0.36,32.11,0.196
0.36,32.12,0.196
0.36,32.14,0.197
0.37,32.16,0.197
0.37,32.17,0.197
0.37,32.19,0.198
0.37,32.20,0.198
0.37,32.22,0.198
0.38,32.24,0.199
0.38,32.25,0.199
0.38,32.27,0.199
0.38,32.28,0.199
0.38,32.30,0.199
0.38,32.31,0.199
0.39,32.33,0.200
0.39,32.35,0.200
0.39,32.36,0.200
0.39,32.38,0.200
0.39,32.40,0.200
0.39,32.41,0.200
0.40,32.43,0.201
0.40,32.44,0.201
0.40,32.46,0.201
0.40,32.48,0.201
0.40,32.49,0.202
0.40,32.51,0.202
0.40,32.53,0.202
0.41,32.54,0.202
0.41,32.56,0.203
0.41,32.57,0.203
0.41,32.59,0.203
0.41,32.61,0.203
0.41,32.62,0.203
0.42,32.64,0.203
0.42,32.65,0.203
0.42,32.67,0.203
0.42,32.69,0.203
0.42,32.70,0.204
0.43,32.72,0.204
0.43,32.73,0.204
0.43,32.75,0.204
0.43,32.77,0.204
0.43,32.78,0.204
0.43,32.80,0.204
0.44,32.82,0.205
0.44,32.83,0.205
0.44,32.85,0.205
0.44,32.86,0.205
0.44,32.88,0.205
0.44,32.90,0.205
0.45,32.91,0.205
0.45,32.93,0.205
0.45,32.95,0.206
0.45,32.96,0.206
0.45,32.98,0.206
0.45,32.99,0.206
0.45,33.01,0.206
0.46,33.03,0.206
0.46,33.04,0.206
0.46,33.06,0.206
0.46,33.08,0.206
0.46,33.09,0.207
0.46,33.11,0.207
0.47,33.13,0.207
0.47,33.14,0.207
0.47,33.16,0.207
0.47,33.17,0.207
0.47,33.19,0.207
0.48,33.21,0.207
0.48,33.22,0.207
0.48,33.24,0.208
0.48,33.26,0.208
0.48,33.27,0.208
0.48,33.29,0.208
0.49,33.31,0.208
0.49,33.32,0.208
0.49,33.34,0.208
0.49,33.35,0.208
0.49,33.37,0.208
0.49,33.39,0.208
0.50,33.40,0.208
0.50,33.42,0.208
0.50,33.44,0.208
0.50,33.45,0.208
0.50,33.47,0.209
0.50,33.49,0.209
0.50,33.50,0.209
0.51,33.52,0.209
0.51,33.54,0.209
0.51,33.55,0.209
0.51,33.57,0.209
0.51,33.58,0.209
0.51,33.60,0.209
0.52,33.62,0.210
0.52,33.63,0.210
0.52,33.65,0.210
0.52,33.67,0.210
0.52,33.68,0.210
0.53,33.70,0.210
0.53,33.72,0.210
0.53,33.73,0.210
0.53,33.75,0.210
0.53,33.77,0.210
0.53,33.78,0.210
0.53,33.80,0.210
0.54,33.81,0.210
0.54,33.83,0.210
0.54,33.85,0.210
0.54,33.86,0.210
0.54,33.88,0.210
0.55,33.90,0.210
0.55,33.91,0.210
0.55,33.93,0.210
0.55,33.95,0.210
0.55,33.96,0.210
0.55,33.98,0.211
0.55,34.00,0.211
0.56,34.01,0.211
0.56,34.03,0.211
0.56,34.05,0.211
0.56,34.06,0.211
0.56,34.08,0.211
0.57,34.10,0.211
0.57,34.11,0.211
0.57,34.13,0.211
0.57,34.14,0.211
0.57,34.16,0.211
0.57,34.18,0.211
0.58,34.20,0.211
0.58,34.21,0.211
0.58,34.23,0.211
0.58,34.24,0.211
0.58,34.26,0.211
0.58,34.28,0.211
0.58,34.30,0.212
0.59,34.31,0.212
0.59,34.33,0.212
0.59,34.35,0.212
0.59,34.36,0.212
0.59,34.38,0.212
0.60,34.39,0.212
0.60,34.41,0.212
0.60,34.43,0.212
0.60,34.44,0.212
0.60,34.46,0.212
0.60,34.48,0.212
0.60,34.49,0.212
0.61,34.51,0.212
0.61,34.53,0.212
0.61,34.54,0.212
0.61,34.56,0.212
0.61,34.58,0.212
0.62,34.59,0.212
0.62,34.61,0.212
0.62,34.63,0.212
0.62,34.64,0.212
0.62,34.66,0.212
0.62,34.68,0.212
0.63,34.69,0.212
0.63,34.71,0.212
0.63,34.73,0.212
0.63,34.74,0.212
0.63,34.76,0.212
0.63,34.78,0.212
0.63,34.79,0.212
0.64,34.81,0.212
0.64,34.82,0.212
0.64,34.84,0.212
0.64,34.86,0.212
0.64,34.87,0.212
0.65,34.89,0.212
0.65,34.91,0.212
0.65,34.92,0.212
0.65,34.94,0.212
0.65,34.96,0.212
0.65,34.97,0.212
0.65,34.99,0.212
0.66,35.01,0.212
0.66,35.02,0.212
0.66,35.04,0.212
0.66,35.06,0.212
0.66,35.07,0.212
0.67,35.09,0.212
0.67,35.11,0.212
0.67,35.12,0.212
0.67,35.14,0.212
0.67,35.16,0.212
0.67,35.17,0.212
0.68,35.19,0.213
0.68,35.21,0.213
0.68,35.22,0.213
0.68,35.24,0.213
0.68,35.26,0.213
0.68,35.27,0.213
0.68,35.29,0.213
0.69,35.31,0.213
0.69,35.32,0.213
0.69,35.34,0.213
0.69,35.36,0.213
0.69,35.37,0.213
0.70,35.39,0.213
0.70,35.41,0.213
0.70,35.42,0.213
0.70,35.44,0.213
0.70,35.46,0.213
0.70,35.47,0.213
0.70,35.49,0.213
0.71,35.51,0.213
0.71,35.52,0.213
0.71,35.54,0.213
0.71,35.55,0.213
0.71,35.57,0.213
0.72,35.59,0.213
0.72,35.61,0.213
0.72,35.62,0.213
0.72,35.64,0.213
0.72,35.65,0.213
0.72,35.67,0.213
0.73,35.69,0.213
0.73,35.70,0.213
0.73,35.72,0.213
0.73,35.74,0.213
0.73,35.75,0.213
0.73,35.77,0.213
0.73,35.79,0.213
0.74,35.80,0.213
0.74,35.82,0.213
0.74,35.84,0.213
0.74,35.85,0.213
0.74,35.87,0.213
0.75,35.89,0.213
0.75,35.90,0.213
0.75,35.92,0.213
0.75,35.94,0.213
0.75,35.95,0.213
0.75,35.97,0.213
0.75,35.99,0.213
0.76,36.00,0.213
0.76,36.02,0.213
0.76,36.04,0.213
0.76,36.05,0.213
0.76,36.07,0.213
0.77,36.09,0.213
0.77,36.10,0.213
0.77,36.12,0.213
0.77,36.14,0.213
0.77,36.15,0.213
0.77,36.17,0.213
0.78,36.19,0.213
0.78,36.20,0.213
0.78,36.22,0.213
0.78,36.24,0.213
0.78,36.25,0.213
0.78,36.27,0.213
0.78,36.29,0.213
0.79,36.30,0.213
0.79,36.32,0.213
0.79,36.34,0.213
0.79,36.35,0.213
0.79,36.37,0.213
0.80,36.39,0.214
0.80,36.40,0.214
0.80,36.42,0.214
0.80,36.44,0.214
0.80,36.45,0.214
0.80,36.47,0.214
0.80,36.49,0.214
0.81,36.50,0.214
0.81,36.52,0.214
0.81,36.54,0.214
0.81,36.55,0.214
0.81,36.57,0.214
0.82,36.59,0.214
0.82,36.60,0.214
0.82,36.62,0.214
0.82,36.64,0.214
0.82,36.65,0.214
0.82,36.67,0.214
0.83,36.69,0.214
0.83,36.70,0.214
0.83,36.72,0.214
0.83,36.74,0.214
0.83,36.75,0.214
0.83,36.77,0.214
0.83,36.78,0.214
0.84,36.80,0.214
0.84,36.82,0.214
0.84,36.84,0.214
0.84,36.85,0.214
0.84,36.87,0.214
0.85,36.88,0.214
0.85,36.90,0.214
0.85,36.92,0.214
0.85,36.94,0.214
0.85,36.95,0.214
0.85,36.97,0.214
0.85,36.99,0.214
0.86,37.00,0.214
0.86,37.02,0.214
0.86,37.04,0.214
0.86,37.05,0.214
0.86,37.07,0.214
0.87,37.08,0.214
0.87,37.10,0.214
0.87,37.12,0.214
0.87,37.13,0.214
0.87,37.15,0.214
0.87,37.17,0.214
0.88,37.18,0.214
0.88,37.20,0.214
0.88,37.22,0.214
0.88,37.23,0.214
0.88,37.25,0.214
0.88,37.27,0.214
0.88,37.28,0.214
0.89,37.30,0.214
0.89,37.32,0.214
0.89,37.33,0.214
0.89,37.35,0.214
0.89,37.37,0.214
0.90,37.38,0.214
0.90,37.40,0.214
0.90,37.42,0.214
0.90,37.43,0.214
0.90,37.45,0.214
0.90,37.47,0.214
0.90,37.48,0.214
0.91,37.50,0.214
0.91,37.52,0.214
0.91,37.53,0.214
0.91,37.55,0.214
0.91,37.57,0.214
0.92,37.58,0.214
0.92,37.60,0.214
0.92,37.62,0.214
0.92,37.63,0.214
0.92,37.65,0.214
0.92,37.67,0.214
0.93,37.68,0.214
0.93,37.70,0.214
0.93,37.72,0.215
0.93,37.73,0.215
0.93,37.75,0.215
0.93,37.77,0.215
0.93,37.78,0.215
0.94,37.80,0.215
0.94,37.82,0.215
0.94,37.83,0.215
0.94,37.85,0.215
0.94,37.87,0.215
0.95,37.88,0.215
0.95,37.90,0.215
0.95,37.92,0.215
0.95,37.93,0.215
0.95,37.95,0.215
0.95,37.97,0.215
0.95,37.98,0.215
0.96,38.00,0.215
0.96,38.02,0.215
0.96,38.03,0.215
0.96,38.05,0.215
0.96,38.07,0.215
0.97,38.08,0.215
0.97,38.10,0.215
0.97,38.12,0.215
0.97,38.13,0.215
0.97,38.15,0.215
0.97,38.17,0.215
0.98,38.18,0.215
0.98,38.20,0.215
0.98,38.22,0.215
0.98,38.23,0.215
0.98,38.25,0.215
0.98,38.27,0.215
0.98,38.28,0.215
0.99,38.30,0.215
0.99,38.32,0.215
0.99,38.33,0.215
0.99,38.35,0.215
0.99,38.37,0.215
1.00,38.38,0.215
1.00,38.40,0.215
1.00,38.42,0.215
1.00,38.43,0.215
1.00,38.45,0.215
1.00,38.47,0.215
1.00,38.48,0.215
1.01,38.50,0.215
1.01,38.52,0.215
1.01,38.53,0.215
1.01,38.55,0.215
1.01,38.57,0.215
1.02,38.58,0.215
1.02,38.60,0.215
1.02,38.62,0.215
1.02,38.63,0.215
1.02,38.65,0.215
1.02,38.67,0.215
1.03,38.68,0.215
1.03,38.70,0.215
1.03,38.72,0.215
1.03,38.73,0.215
1.03,38.75,0.215
1.03,38.77,0.215
1.03,38.78,0.215
1.04,38.80,0.215
1.04,38.82,0.215
1.04,38.83,0.215
1.04,38.85,0.215
1.04,38.87,0.215
1.05,38.88,0.215
1.05,38.90,0.215
1.05,38.92,0.215
1.05,38.93,0.215
1.05,38.95,0.215
1.05,38.97,0.215
1.05,38.98,0.215
1.06,39.00,0.215
1.06,39.02,0.215
1.06,39.03,0.215
1.06,39.05,0.215
1.06,39.07,0.215
1.07,39.08,0.215
1.07,39.10,0.215
1.07,39.12,0.215
1.07,39.13,0.215
1.07,39.15,0.215
1.07,39.17,0.215
1.08,39.18,0.215
1.08,39.20,0.216
1.08,39.22,0.216
1.08,39.23,0.216
1.08,39.25,0.216
1.08,39.27,0.216
1.08,39.28,0.216
1.09,39.30,0.216
1.09,39.32,0.216
1.09,39.33,0.216
1.09,39.35,0.216
1.09,39.37,0.216
1.09,39.38,0.216
1.10,39.40,0.216
1.10,39.42,0.216
1.10,39.43,0.216
1.10,39.45,0.216
1.10,39.47,0.216
1.11,39.48,0.216
1.11,39.50,0.216
1.11,39.51,0.216
1.11,39.53,0.216
1.11,39.55,0.216
1.11,39.57,0.216
1.12,39.58,0.216
1.12,39.60,0.216
1.12,39.61,0.216
1.12,39.63,0.216
1.12,39.65,0.216
1.12,39.67,0.216
1.13,39.68,0.216
1.13,39.70,0.216
1.13,39.72,0.216
1.13,39.73,0.216
1.13,39.75,0.216
1.13,39.77,0.216
1.13,39.78,0.216
1.14,39.80,0.216
1.14,39.82,0.216
1.14,39.83,0.216
1.14,39.85,0.216
1.14,39.86,0.216
1.14,39.88,0.216
1.15,39.90,0.216
1.15,39.92,0.216
1.15,39.93,0.216
1.15,39.95,0.216
1.15,39.97,0.216
1.16,39.98,0.216
1.16,40.00,0.216
1.16,40.02,0.216
1.16,40.03,0.216
1.16,40.05,0.216
1.16,40.07,0.216
1.17,40.08,0.216
1.17,40.10,0.216
1.17,40.11,0.216
1.17,40.13,0.216
1.17,40.15,0.216
1.17,40.16,0.216
1.18,40.18,0.216
1.18,40.20,0.216
1.18,40.21,0.216
1.18,40.23,0.216
1.18,40.25,0.216
1.18,40.26,0.216
1.18,40.28,0.216
1.19,40.30,0.216
1.19,40.31,0.216
1.19,40.33,0.216
1.19,40.35,0.216
1.19,40.37,0.216
1.19,40.38,0.216
1.20,40.40,0.216
1.20,40.41,0.216
1.20,40.43,0.216
1.20,40.45,0.216
1.20,40.46,0.216
1.21,40.48,0.216
1.21,40.50,0.216
1.21,40.51,0.216
1.21,40.53,0.216
1.21,40.55,0.216
1.21,40.56,0.216
1.22,40.58,0.216
1.22,40.60,0.216
1.22,40.61,0.216
1.22,40.63,0.216
1.22,40.65,0.216
1.22,40.66,0.216
1.23,40.68,0.216
1.23,40.70,0.216
1.23,40.71,0.216
1.23,40.73,0.216
1.23,40.75,0.216
1.23,40.76,0.216
1.23,40.78,0.216
1.24,40.80,0.216
1.24,40.81,0.216
1.24,40.83,0.216
1.24,40.85,0.216
1.24,40.86,0.216
1.24,40.88,0.217
1.25,40.90,0.217
1.25,40.91,0.217
1.25,40.93,0.217
1.25,40.95,0.217
1.25,40.96,0.217
1.26,40.98,0.217
1.26,41.00,0.217
1.26,41.01,0.217
1.26,41.03,0.217
1.26,41.05,0.217
1.26,41.07,0.217
1.27,41.08,0.217
1.27,41.10,0.217
1.27,41.11,0.217
1.27,41.13,0.217
1.27,41.15,0.217
1.27,41.16,0.217
1.28,41.18,0.217
1.28,41.20,0.217
1.28,41.21,0.217
1.28,41.23,0.217
1.28,41.25,0.217
1.28,41.26,0.217
1.28,41.28,0.217
1.29,41.30,0.217
1.29,41.31,0.217
1.29,41.33,0.217
1.29,41.35,0.217
1.29,41.36,0.217
1.29,41.38,0.217
1.30,41.40,0.217
1.30,41.41,0.217
1.30,41.43,0.217
1.30,41.45,0.217
1.30,41.46,0.217
1.31,41.48,0.217
1.31,41.50,0.217
1.31,41.51,0.217
1.31,41.53,0.217
1.31,41.55,0.217
1.31,41.56,0.217
1.32,41.58,0.217
1.32,41.60,0.217
1.32,41.61,0.217
1.32,41.63,0.217
1.32,41.65,0.217
1.32,41.66,0.217
1.33,41.68,0.217
1.33,41.70,0.217
1.33,41.71,0.217
1.33,41.73,0.217
1.33,41.75,0.217
1.33,41.76,0.217
1.33,41.78,0.217
1.34,41.80,0.217
1.34,41.81,0.217
1.34,41.83,0.217
1.34,41.85,0.217
1.34,41.86,0.217
1.34,41.88,0.217
1.35,41.90,0.217
1.35,41.91,0.217
1.35,41.93,0.217
1.35,41.95,0.217
1.35,41.96,0.217
1.36,41.98,0.217
1.36,42.00,0.217
1.36,42.01,0.217
1.36,42.03,0.217
1.36,42.05,0.217
1.36,42.06,0.217
1.37,42.08,0.217
1.37,42.10,0.217
1.37,42.11,0.217
1.37,42.13,0.217
1.37,42.15,0.217
1.37,42.16,0.217
1.38,42.18,0.217
1.38,42.20,0.217
1.38,42.21,0.217
1.38,42.23,0.217
1.38,42.25,0.217
1.38,42.26,0.217
1.38,42.28,0.217
1.39,42.30,0.217
1.39,42.31,0.217
1.39,42.33,0.217
1.39,42.35,0.217
1.39,42.36,0.217
1.39,42.38,0.217
1.40,42.40,0.217
1.40,42.41,0.217
1.40,42.43,0.217
1.40,42.45,0.217
1.40,42.46,0.217
1.41,42.48,0.217
1.41,42.50,0.218
1.41,42.51,0.218
1.41,42.53,0.218
1.41,42.55,0.218
1.41,42.56,0.218
1.42,42.58,0.218
1.42,42.60,0.218
1.42,42.61,0.218
1.42,42.63,0.218
1.42,42.65,0.218
1.42,42.66,0.218
1.43,42.68,0.218
1.43,42.70,0.218
1.43,42.71,0.218
1.43,42.73,0.218
1.43,42.75,0.218
1.43,42.76,0.218
1.43,42.78,0.218
1.44,42.80,0.218
1.44,42.81,0.218
1.44,42.83,0.218
1.44,42.85,0.218
1.44,42.86,0.218
1.44,42.88,0.218
1.45,42.90,0.218
1.45,42.91,0.218
1.45,42.93,0.218
1.45,42.95,0.218
1.45,42.96,0.218
1.46,42.98,0.218
1.46,43.00,0.218
1.46,43.01,0.218
1.46,43.03,0.218
1.46,43.05,0.218
1.46,43.06,0.218
1.47,43.08,0.218
1.47,43.10,0.218
1.47,43.11,0.218
1.47,43.13,0.218
1.47,43.15,0.218
1.47,43.16,0.218
1.48,43.18,0.218
1.48,43.20,0.218
1.48,43.21,0.218
1.48,43.23,0.218
1.48,43.25,0.218
1.48,43.26,0.218
1.48,43.28,0.218
1.49,43.30,0.218
1.49,43.31,0.218
